ptpd2:
   -gGW          Protocol mode (slave/master with ntp/master without ntp)
   -b <dev>      Interface to use

   -cC  -DVfS    Console / verbose console;     Dump stats / Interval / Output file / no Syslog
   -uU           Unicast/Hybrid mode


   -hHB           Summary / Complete help file / run-time debug level

ERROR: Please run this daemon as root

# Timestamp, State, Clock ID, One Way Delay, Offset From Master, Slave to Master, Master to Slave, Drift, Discarded Packet Count, Last packet Received
2013-09-11 11:56:05.374298, init, 
2013-09-11 11:56:05.439008, lstn_init,  1 
2013-09-11 11:56:55.252441, slv, 406c8ffffe15d361(unknown)/01,  0.000325790, -6.443703259,  6.443929000, -6.443376000, 0, -46, D
2013-09-11 11:56:55.365302, slv, 406c8ffffe15d361(unknown)/01,  0.000325790, -6.443783790,  6.443929000, -6.443458000, 0, -46, S
2013-09-11 11:56:56.365271, slv, 406c8ffffe15d361(unknown)/01,  0.000325790, -6.443837790,  6.443929000, -6.443512000, 0, -46, S
2013-09-11 11:56:57.127655, slv, 406c8ffffe15d361(unknown)/01,  0.000325820, -6.443837790,  6.444268000, -6.443512000, 0, -47, D
2013-09-11 11:56:57.365311, slv, 406c8ffffe15d361(unknown)/01,  0.000325820, -6.443873820,  6.444268000, -6.443548000, 0, -47, S
2013-09-11 11:56:58.364838, slv, 406c8ffffe15d361(unknown)/01,  0.000325820, -6.443919820,  6.444268000, -6.443594000, 0, -47, S
2013-09-11 11:56:59.002494, slv, 406c8ffffe15d361(unknown)/01,  0.000325839, -6.443919820,  6.444145000, -6.443594000, 0, -48, D
2013-09-11 11:56:59.365124, slv, 406c8ffffe15d361(unknown)/01,  0.000325839, -6.443971839,  6.444145000, -6.443646000, 0, -48, S
2013-09-11 11:57:00.365046, slv, 406c8ffffe15d361(unknown)/01,  0.000325839, -6.444061839,  6.444145000, -6.443736000, 0, -48, S
2013-09-11 11:57:00.939756, slv, 406c8ffffe15d361(unknown)/01,  0.000325479, -6.444061839,  6.444418000, -6.443736000, 0, -49, D
2013-09-11 11:57:01.364799, slv, 406c8ffffe15d361(unknown)/01,  0.000325479, -6.444070479,  6.444418000, -6.443745000, 0, -49, S
2013-09-11 11:57:01.377333, slv, 406c8ffffe15d361(unknown)/01,  0.000324884, -6.444070479,  6.444246000, -6.443745000, 0, -50, D
2013-09-11 11:57:02.065216, slv, 406c8ffffe15d361(unknown)/01,  0.000324552, -6.444070479,  6.444476000, -6.443745000, 0, -51, D
2013-09-11 11:57:02.364939, slv, 406c8ffffe15d361(unknown)/01,  0.000324552, -6.444154552,  6.444476000, -6.443830000, 0, -51, S
2013-09-11 11:57:03.315223, slv, 406c8ffffe15d361(unknown)/01,  0.000325175, -6.444154552,  6.444527000, -6.443830000, 0, -52, D
2013-09-11 11:57:03.364765, slv, 406c8ffffe15d361(unknown)/01,  0.000325175, -6.444288175,  6.444527000, -6.443963000, 0, -52, S
2013-09-11 11:57:04.314407, slv, 406c8ffffe15d361(unknown)/01,  0.000325166, -6.444288175,  6.444565000, -6.443963000, 0, -53, D
2013-09-11 11:57:04.364884, slv, 406c8ffffe15d361(unknown)/01,  0.000325166, -6.444348166,  6.444565000, -6.444023000, 0, -53, S
2013-09-11 11:57:04.940159, slv, 406c8ffffe15d361(unknown)/01,  0.000324491, -6.444348166,  6.444576000, -6.444023000, 0, -54, D
2013-09-11 11:57:05.364926, slv, 406c8ffffe15d361(unknown)/01,  0.000324491, -6.444351491,  6.444576000, -6.444027000, 0, -54, S
2013-09-11 11:57:06.365344, slv, 406c8ffffe15d361(unknown)/01,  0.000324491, -6.444374491,  6.444576000, -6.444050000, 0, -54, S
2013-09-11 11:57:06.564856, slv, 406c8ffffe15d361(unknown)/01,  0.000324127, -6.444374491,  6.444715000, -6.444050000, 0, -55, D
2013-09-11 11:57:07.364679, slv, 406c8ffffe15d361(unknown)/01,  0.000324127, -6.444411127,  6.444715000, -6.444087000, 0, -55, S
2013-09-11 11:57:07.377678, slv, 406c8ffffe15d361(unknown)/01,  0.000324263, -6.444411127,  6.444749000, -6.444087000, 0, -56, D
2013-09-11 11:57:07.564526, slv, 406c8ffffe15d361(unknown)/01,  0.000323749, -6.444411127,  6.444605000, -6.444087000, 0, -57, D
2013-09-11 11:57:08.365263, slv, 406c8ffffe15d361(unknown)/01,  0.000323749, -6.444507749,  6.444605000, -6.444184000, 0, -57, S
2013-09-11 11:57:09.002647, slv, 406c8ffffe15d361(unknown)/01,  0.000322792, -6.444507749,  6.444739000, -6.444184000, 0, -58, D
2013-09-11 11:57:09.252729, slv, 406c8ffffe15d361(unknown)/01,  0.000322502, -6.444507749,  6.444852000, -6.444184000, 0, -59, D
2013-09-11 11:57:09.364639, slv, 406c8ffffe15d361(unknown)/01,  0.000322502, -6.444517502,  6.444852000, -6.444195000, 0, -59, S
2013-09-11 11:57:10.690272, slv, 406c8ffffe15d361(unknown)/01,  0.000323405, -6.444517502,  6.445034000, -6.444195000, 0, -60, D
2013-09-11 11:57:11.364291, slv, 406c8ffffe15d361(unknown)/01,  0.000323405, -6.444590405,  6.445034000, -6.444267000, 0, -60, S
2013-09-11 11:57:11.439897, slv, 406c8ffffe15d361(unknown)/01,  0.000324230, -6.444590405,  6.444923000, -6.444267000, 0, -61, D
2013-09-11 11:57:11.501940, slv, 406c8ffffe15d361(unknown)/01,  0.000324512, -6.444590405,  6.444978000, -6.444267000, 0, -62, D
2013-09-11 11:57:12.365123, slv, 406c8ffffe15d361(unknown)/01,  0.000324512, -6.444720512,  6.444978000, -6.444396000, 0, -62, S
2013-09-11 11:57:13.364495, slv, 406c8ffffe15d361(unknown)/01,  0.000324512, -6.444702512,  6.444978000, -6.444378000, 0, -62, S
2013-09-11 11:57:13.377667, slv, 406c8ffffe15d361(unknown)/01,  0.000324920, -6.444702512,  6.445068000, -6.444378000, 0, -63, D
2013-09-11 11:57:14.364915, slv, 406c8ffffe15d361(unknown)/01,  0.000324920, -6.444785920,  6.445068000, -6.444461000, 0, -63, S
2013-09-11 11:57:15.065280, slv, 406c8ffffe15d361(unknown)/01,  0.000325499, -6.444785920,  6.445219000, -6.444461000, 0, -64, D
2013-09-11 11:57:15.364273, slv, 406c8ffffe15d361(unknown)/01,  0.000325499, -6.444806499,  6.445219000, -6.444481000, 0, -64, S
2013-09-11 11:57:15.627286, slv, 406c8ffffe15d361(unknown)/01,  0.000325307, -6.444806499,  6.444976000, -6.444481000, 0, -65, D
2013-09-11 11:57:16.065197, slv, 406c8ffffe15d361(unknown)/01,  0.000324825, -6.444806499,  6.445164000, -6.444481000, 0, -66, D
2013-09-11 11:57:16.364109, slv, 406c8ffffe15d361(unknown)/01,  0.000324825, -6.444877825,  6.445164000, -6.444553000, 0, -66, S
2013-09-11 11:57:16.502665, slv, 406c8ffffe15d361(unknown)/01,  0.000324862, -6.444877825,  6.445179000, -6.444553000, 0, -67, D
2013-09-11 11:57:17.364227, slv, 406c8ffffe15d361(unknown)/01,  0.000324862, -6.444914862,  6.445179000, -6.444590000, 0, -67, S
2013-09-11 11:57:18.065181, slv, 406c8ffffe15d361(unknown)/01,  0.000325145, -6.444914862,  6.445336000, -6.444590000, 0, -68, D
2013-09-11 11:57:18.364819, slv, 406c8ffffe15d361(unknown)/01,  0.000325145, -6.445034145,  6.445336000, -6.444709000, 0, -68, S
2013-09-11 11:57:19.364031, slv, 406c8ffffe15d361(unknown)/01,  0.000325145, -6.445019145,  6.445336000, -6.444694000, 0, -68, S
2013-09-11 11:57:19.439507, slv, 406c8ffffe15d361(unknown)/01,  0.000325669, -6.445019145,  6.445383000, -6.444694000, 0, -69, D
2013-09-11 11:57:20.363764, slv, 406c8ffffe15d361(unknown)/01,  0.000325669, -6.445134669,  6.445383000, -6.444809000, 0, -69, S
2013-09-11 11:57:21.363954, slv, 406c8ffffe15d361(unknown)/01,  0.000325669, -6.445125669,  6.445383000, -6.444800000, 0, -69, S
2013-09-11 11:57:21.377660, slv, 406c8ffffe15d361(unknown)/01,  0.000326072, -6.445125669,  6.445517000, -6.444800000, 0, -70, D
2013-09-11 11:57:21.627267, slv, 406c8ffffe15d361(unknown)/01,  0.000325676, -6.445125669,  6.445286000, -6.444800000, 0, -71, D
2013-09-11 11:57:22.364495, slv, 406c8ffffe15d361(unknown)/01,  0.000325676, -6.445202676,  6.445286000, -6.444877000, 0, -71, S
2013-09-11 11:57:23.315218, slv, 406c8ffffe15d361(unknown)/01,  0.000325407, -6.445202676,  6.445625000, -6.444877000, 0, -72, D
2013-09-11 11:57:23.363897, slv, 406c8ffffe15d361(unknown)/01,  0.000325407, -6.445227407,  6.445625000, -6.444902000, 0, -72, S
